Time(s),Value(bpm)
0.1337215,78
0.2587215,78
0.3837215,78
0.5087215,78
0.6337215,78
0.7587215,78
0.8837215,78
1.0087215,78
1.1337215,78
1.2587215,78
1.3837215,78
1.5087215,78
1.6337215,78
1.7587215,78
1.8837215,75
2.0087215,75
2.1337215,75
2.2587215,75
2.3837215,75
2.5087215,75
2.6337215,75
2.7587215,75
2.8837215,75
3.0087215,75
3.1337215,75
3.2587215,75
3.3837215,75
3.5087215,75
3.6337215,72
3.7587215,72
3.8837215,72
4.0087215,72
4.1337215,72
4.2587215,72
4.3837215,72
4.5087215,72
4.6337215,72
4.7587215,72
4.8837215,72
5.0087215,72
5.1337215,75
5.2587215,75
5.3837215,75
5.5087215,75
5.6337215,75
5.7587215,75
5.8837215,75
6.0087215,75
6.1337215,75
6.2587215,75
6.3837215,75
6.5087215,75
6.6337215,75
6.7587215,76
6.8837215,76
7.0087215,76
7.1337215,76
7.2587215,76
7.3837215,76
7.5087215,76
7.6337215,76
7.7587215,76
7.8837215,76
8.0087215,76
8.1337215,76
8.2587215,76
8.3837215,76
8.5087215,76
8.6337215,76
8.7587215,76
8.8837215,76
9.0087215,76
9.1337215,76
9.2587215,76
9.3837215,76
9.5087215,76
9.6337215,76
9.7587215,76
9.8837215,76
10.0087215,76
10.1337215,76
10.2587215,76
10.3837215,76
10.5087215,76
10.6337215,76
10.7587215,75
10.8837215,75
11.0087215,75
11.1337215,75
11.2587215,75
11.3837215,75
11.5087215,75
11.6337215,75
11.7587215,75
11.8837215,75
12.0087215,75
12.1337215,75
12.2587215,75
12.3837215,75
12.5087215,75
12.6337215,75
12.7587215,75
12.8837215,75
13.0087215,75
13.1337215,75
13.2587215,75
13.3837215,75
13.5087215,75
13.6337215,75
13.7587215,78
13.8837215,78
14.0087215,78
14.1337215,78
14.2587215,78
14.3837215,78
14.5087215,78
14.6337215,78
14.7587215,78
14.8837215,78
15.0087215,78
15.1337215,78
15.2587215,80
15.3837215,80
15.5087215,80
15.6337215,80
15.7587215,80
15.8837215,80
16.0087215,80
16.1337215,80
16.2587215,80
16.3837215,80
16.5087215,80
16.6337215,80
16.7587215,80
16.8837215,80
17.0087215,80
17.1337215,80
17.2587215,80
17.3837215,80
17.5087215,80
17.6337215,78
17.7587215,78
17.8837215,78
18.0087215,78
18.1337215,78
18.2587215,78
18.3837215,80
18.5087215,80
18.6337215,80
18.7587215,80
18.8837215,80
19.0087215,80
19.1337215,78
19.2587215,78
19.3837215,78
19.5087215,78
19.6337215,78
19.7587215,78
19.8837215,78
20.0087215,78
20.1337215,78
20.2587215,78
20.3837215,78
20.5087215,78
20.6337215,80
20.7587215,80
20.8837215,80
21.0087215,80
21.1337215,80
21.2587215,80
21.3837215,80
21.5087215,80
21.6337215,80
21.7587215,80
21.8837215,80
22.0087215,81
22.1337215,81
22.2587215,81
22.3837215,81
22.5087215,81
22.6337215,81
22.7587215,81
22.8837215,81
23.0087215,81
23.1337215,81
23.2587215,81
23.3837215,81
23.5087215,81
23.6337215,81
23.7587215,81
23.8837215,81
24.0087215,81
24.1337215,81
24.2587215,83
24.3837215,83
24.5087215,83
24.6337215,83
24.7587215,83
24.8837215,83
25.0087215,81
25.1337215,81
25.2587215,81
25.3837215,81
25.5087215,81
25.6337215,81
25.7587215,81
25.8837215,81
26.0087215,81
26.1337215,81
26.2587215,81
26.3837215,83
26.5087215,83
26.6337215,83
26.7587215,83
26.8837215,83
27.0087215,83
27.1337215,83
27.2587215,83
27.3837215,83
27.5087215,83
27.6337215,83
27.7587215,83
27.8837215,83
28.0087215,83
28.1337215,83
28.2587215,83
28.3837215,83
28.5087215,83
28.6337215,83
28.7587215,83
28.8837215,83
29.0087215,83
29.1337215,83
29.2587215,83
29.3837215,81
29.5087215,81
29.6337215,81
29.7587215,81
29.8837215,81
30.0087215,81
30.1337215,81
30.2587215,81
30.3837215,81
30.5087215,81
30.6337215,81
30.7587215,81
30.8837215,81
31.0087215,81
31.1337215,81
31.2587215,81
31.3837215,81
31.5087215,81
31.6337215,78
31.7587215,78
31.8837215,78
32.0087215,78
32.1337215,78
32.2587215,78
32.3837215,78
32.5087215,78
32.6337215,78
32.7587215,78
32.8837215,78
33.0087215,78
33.1337215,78
33.2587215,78
33.3837215,78
33.5087215,78
33.6337215,78
33.7587215,78
33.8837215,78
34.0087215,78
34.1337215,78
34.2587215,78
34.3837215,78
34.5087215,78
34.6337215,78
34.7587215,78
34.8837215,78
35.0087215,78
35.1337215,78
35.2587215,78
35.3837215,78
35.5087215,78
35.6337215,78
35.7587215,78
35.8837215,78
36.0087215,78
